Team 3	3.099725634087486	3	2.4350649350649354	2.1805555555555554
Team 3	3.099725634087486	3	2.4350649350649354	2.1805555555555554
Team 3	3.121464764522268	3	2.4350649350649354	2.1805555555555554
Team 3	3.281794098063383	3	2.4350649350649354	2.1805555555555554
Team 3	3.281794098063383	3	2.4350649350649354	2.1805555555555554
Team 3	3.193708945462101	3	2.4350649350649354	2.1805555555555554
Team 3	3.2477061404130128	3	2.4350649350649354	2.1805555555555554
Team 3	3.3357912930142946	3	2.4350649350649354	2.1805555555555554
Team 3	3.3357912930142946	3	2.4350649350649354	2.1805555555555554
Team 3	3.4163065909208967	3	2.4350649350649354	2.1805555555555554
Team 3	3.4163065909208967	3	2.4350649350649354	2.1805555555555554
Team 3	3.4380457213556794	3	2.4350649350649354	2.1805555555555554
Team 3	3.4380457213556794	3	2.4350649350649354	2.1805555555555554
Team 3	3.4380457213556794	3	2.4350649350649354	2.1805555555555554
Team 3	3.4703037858718084	3	2.4350649350649354	2.1805555555555554
Team 3	3.707070707070707	3	2.4350649350649354	2.1805555555555554
